1,1.618033988749895,1,0.6180339887498948,0
2,1.618033988749895,1,-0.6180339887498948,0
3,1.618033988749895,-1,0.6180339887498948,0
4,1.618033988749895,-1,-0.6180339887498948,0
5,-1.618033988749895,1,0.6180339887498948,0
6,-1.618033988749895,1,-0.6180339887498948,0
7,-1.618033988749895,-1,0.6180339887498948,0
8,-1.618033988749895,-1,-0.6180339887498948,0
9,1.618033988749895,0,1,0.6180339887498948
10,1.618033988749895,0,1,-0.6180339887498948
11,1.618033988749895,0,-1,0.6180339887498948
12,1.618033988749895,0,-1,-0.6180339887498948
13,-1.618033988749895,0,1,0.6180339887498948
14,-1.618033988749895,0,1,-0.6180339887498948
15,-1.618033988749895,0,-1,0.6180339887498948
16,-1.618033988749895,0,-1,-0.6180339887498948
17,1.618033988749895,0.6180339887498948,0,1
18,1.618033988749895,0.6180339887498948,0,-1
19,1.618033988749895,-0.6180339887498948,0,1
20,1.618033988749895,-0.6180339887498948,0,-1
21,-1.618033988749895,0.6180339887498948,0,1
22,-1.618033988749895,0.6180339887498948,0,-1
23,-1.618033988749895,-0.6180339887498948,0,1
24,-1.618033988749895,-0.6180339887498948,0,-1
25,0.6180339887498948,1.618033988749895,1,0
26,0.6180339887498948,1.618033988749895,-1,0
27,0.6180339887498948,-1.618033988749895,1,0
28,0.6180339887498948,-1.618033988749895,-1,0
29,-0.6180339887498948,1.618033988749895,1,0
30,-0.6180339887498948,1.618033988749895,-1,0
31,-0.6180339887498948,-1.618033988749895,1,0
32,-0.6180339887498948,-1.618033988749895,-1,0
33,0.6180339887498948,0,1.618033988749895,1
34,0.6180339887498948,0,1.618033988749895,-1
35,0.6180339887498948,0,-1.618033988749895,1
36,0.6180339887498948,0,-1.618033988749895,-1
37,-0.6180339887498948,0,1.618033988749895,1
38,-0.6180339887498948,0,1.618033988749895,-1
39,-0.6180339887498948,0,-1.618033988749895,1
40,-0.6180339887498948,0,-1.618033988749895,-1
41,0.6180339887498948,1,0,1.618033988749895
42,0.6180339887498948,1,0,-1.618033988749895
43,0.6180339887498948,-1,0,1.618033988749895
44,0.6180339887498948,-1,0,-1.618033988749895
45,-0.6180339887498948,1,0,1.618033988749895
46,-0.6180339887498948,1,0,-1.618033988749895
47,-0.6180339887498948,-1,0,1.618033988749895
48,-0.6180339887498948,-1,0,-1.618033988749895
49,1,0,0.6180339887498948,1.618033988749895
50,1,0,0.6180339887498948,-1.618033988749895
51,1,0,-0.6180339887498948,1.618033988749895
52,1,0,-0.6180339887498948,-1.618033988749895
53,-1,0,0.6180339887498948,1.618033988749895
54,-1,0,0.6180339887498948,-1.618033988749895
55,-1,0,-0.6180339887498948,1.618033988749895
56,-1,0,-0.6180339887498948,-1.618033988749895
57,1,1.618033988749895,0,0.6180339887498948
58,1,1.618033988749895,0,-0.6180339887498948
59,1,-1.618033988749895,0,0.6180339887498948
60,1,-1.618033988749895,0,-0.6180339887498948
61,-1,1.618033988749895,0,0.6180339887498948
62,-1,1.618033988749895,0,-0.6180339887498948
63,-1,-1.618033988749895,0,0.6180339887498948
64,-1,-1.618033988749895,0,-0.6180339887498948
65,1,0.6180339887498948,1.618033988749895,0
66,1,0.6180339887498948,-1.618033988749895,0
67,1,-0.6180339887498948,1.618033988749895,0
68,1,-0.6180339887498948,-1.618033988749895,0
69,-1,0.6180339887498948,1.618033988749895,0
70,-1,0.6180339887498948,-1.618033988749895,0
71,-1,-0.6180339887498948,1.618033988749895,0
72,-1,-0.6180339887498948,-1.618033988749895,0
73,0,0.6180339887498948,1,1.618033988749895
74,0,0.6180339887498948,1,-1.618033988749895
75,0,0.6180339887498948,-1,1.618033988749895
76,0,0.6180339887498948,-1,-1.618033988749895
77,0,-0.6180339887498948,1,1.618033988749895
78,0,-0.6180339887498948,1,-1.618033988749895
79,0,-0.6180339887498948,-1,1.618033988749895
80,0,-0.6180339887498948,-1,-1.618033988749895
81,0,1.618033988749895,0.6180339887498948,1
82,0,1.618033988749895,0.6180339887498948,-1
83,0,1.618033988749895,-0.6180339887498948,1
84,0,1.618033988749895,-0.6180339887498948,-1
85,0,-1.618033988749895,0.6180339887498948,1
86,0,-1.618033988749895,0.6180339887498948,-1
87,0,-1.618033988749895,-0.6180339887498948,1
88,0,-1.618033988749895,-0.6180339887498948,-1
89,0,1,1.618033988749895,0.6180339887498948
90,0,1,1.618033988749895,-0.6180339887498948
91,0,1,-1.618033988749895,0.6180339887498948
92,0,1,-1.618033988749895,-0.6180339887498948
93,0,-1,1.618033988749895,0.6180339887498948
94,0,-1,1.618033988749895,-0.6180339887498948
95,0,-1,-1.618033988749895,0.6180339887498948
96,0,-1,-1.618033988749895,-0.6180339887498948
97,2,0,0,0
98,-2,0,0,0
99,0,2,0,0
100,0,-2,0,0
101,0,0,2,0
102,0,0,-2,0
103,0,0,0,2
104,0,0,0,-2
105,1,1,1,1
106,1,1,1,-1
107,1,1,-1,1
108,1,1,-1,-1
109,1,-1,1,1
110,1,-1,1,-1
111,1,-1,-1,1
112,1,-1,-1,-1
113,-1,1,1,1
114,-1,1,1,-1
115,-1,1,-1,1
116,-1,1,-1,-1
117,-1,-1,1,1
118,-1,-1,1,-1
119,-1,-1,-1,1
120,-1,-1,-1,-1
